terrainID,position,direction,average_power,power_group
aa3t,4,19,216.5681,3
aa1q,2,0,183.8246,3
aa1q,2,4,205.3246,3
aa2t,4,16,177.5416,3
aa1k,4,0,212.7933,3
aa2t,4,17,181.759,3
aa2t,4,18,195.1035,3
aa2p,1,5,215.0265,3
aa3t,4,1,193.0941,3
aa2t,4,1,195.6441,3
aa1q,1,5,213.0275,3
aa2q,0,4,196.6028,3
aa3o,1,5,213.7216,3
aa1k,3,0,179.1433,3
aa3o,0,3,199.2757,3
aa3o,0,2,192.9597,3
aa1q,3,2,197.1436,3
aa2l,4,20,187.1105,3
aa1q,3,3,205.0563,3
aa3t,4,30,213.7325,3
aa1q,4,17,176.9999,3
aa2p,4,7,177.2849,3
aa2p,2,0,194.0779,3
aa3t,4,34,188.4661,3
aa3t,4,20,182.7616,3
aa2p,0,0,208.7968,3
aa2t,3,3,218.029,3
aa2t,3,2,200.6666,3
aa2m,0,3,219.2185,3
aa3o,4,20,203.0922,3
aa2t,1,4,195.4552,3
aa1k,4,29,216.0542,3
aa3t,3,2,180.2019,3
aa2t,1,5,206.5113,3
aa1k,4,23,194.8468,3
aa1p,4,30,191.3456,3
aa3o,4,15,196.1622,3
aa1p,4,34,179.6605,3
aa1p,4,35,210.5572,3
aa3t,4,15,181.1568,3
aa3o,2,6,212.2147,3
aa2m,0,0,181.3672,3
aa2t,1,6,188.3921,3
aa1k,4,1,216.1013,3
aa1k,4,19,177.9286,3
aa1p,4,8,177.2035,3
aa1k,4,18,199.4546,3
aa2t,2,0,220.538,3
aa1q,0,4,183.6825,3
aa1k,4,14,218.0939,3
aa3o,3,0,181.7356,3
aa3t,4,17,218.6197,3
aa3t,4,18,221.2691,3
aa2t,3,1,198.1747,3
aa3t,4,16,213.2889,3
aa1l,4,17,204.9562,3
aa1o,4,32,197.8098,3
aa3p,4,12,191.1872,3
aa3q,4,1,212.3175,3
aa3q,4,19,192.7379,3
aa2r,4,2,206.3047,3
aa2r,4,31,185.9723,3
aa2n,3,3,205.2062,3
aa2n,3,2,216.8479,3
aa3q,4,14,192.2679,3
aa3s,1,4,204.7213,3
aa3s,1,5,220.3072,3
aa1m,2,6,190.6043,3
aa3q,4,12,180.8485,3
aa3q,4,0,219.2503,3
aa2r,4,29,198.3082,3
aa3s,1,6,216.6773,3
aa1m,2,5,190.9448,3
aa2r,2,1,186.7657,3
aa1n,4,31,196.123,3
aa3q,3,1,181.349,3
aa1n,4,35,182.3054,3
aa1n,4,4,200.3013,3
aa3m,4,12,209.5911,3
aa3s,2,4,216.3463,3
aa3q,2,5,215.8687,3
aa2r,4,3,176.6448,3
aa2n,2,0,176.5654,3
aa2s,0,1,199.3616,3
aa2n,3,1,215.8775,3
aa2n,1,6,193.8633,3
aa3s,0,1,213.7068,3
aa1m,3,2,208.7816,3
aa1n,0,1,186.4075,3
aa1n,1,0,182.6699,3
aa3r,3,2,190.4474,3
aa1n,1,4,218.4178,3
aa2r,4,18,210.0564,3
aa1m,4,3,208.0427,3
aa2n,4,19,177.7942,3
aa1m,4,33,207.1139,3
aa2r,3,1,208.3618,3
aa2n,4,32,182.8414,3
aa3r,1,5,216.4844,3
aa2n,4,18,180.1211,3
aa1n,4,17,181.0692,3
aa1n,2,4,217.0971,3
aa2n,4,16,211.5946,3
aa2n,4,33,197.8821,3
aa1m,4,20,178.1609,3
aa3r,0,0,219.2469,3
aa1m,4,19,204.4442,3
aa2n,4,15,204.6002,3
aa1m,4,16,203.6456,3
aa3r,4,3,191.1565,3
aa3q,4,31,179.7472,3
aa3s,0,0,183.999,3
aa1m,3,3,201.8731,3
aa3q,4,29,220.5306,3
aa3r,4,21,184.5158,3
aa2n,4,7,184.9699,3
aa2r,2,0,216.8228,3
aa2s,0,2,209.3935,3
aa1l,4,3,212.6947,3
aa1l,4,35,198.6863,3
aa1o,4,12,189.9655,3
aa1o,4,15,214.1802,3
aa2m,4,33,206.1911,3
aa1l,4,34,188.0304,3
aa3s,4,14,207.3885,3
aa1o,4,18,203.7464,3
aa2o,2,4,201.8681,3
aa2o,2,6,220.141,3
aa2m,4,2,179.7692,3
aa2r,0,4,181.0764,3
aa1l,4,4,180.403,3
aa1o,4,19,188.797,3
aa1o,4,1,196.7842,3
aa3s,4,18,217.23,3
aa2r,0,0,214.2156,3
aa3p,4,29,192.6861,3
aa3p,4,1,182.1283,3
aa3p,4,18,183.3339,3
aa3s,4,19,211.4846,3
aa2o,3,0,214.0668,3
aa2q,4,3,196.1619,3
aa1l,4,20,199.5535,3
aa2q,4,35,189.7935,3
aa1o,4,2,178.1215,3
aa2s,4,14,190.6002,3
aa1o,4,0,206.3584,3
aa2o,2,0,193.9663,3
aa3s,4,12,215.8006,3
aa2n,1,5,194.8147,3
aa1o,0,1,181.8213,3
aa3q,1,4,208.7173,3
aa1o,0,2,194.4528,3
aa1m,1,0,179.3357,3
aa2n,1,0,183.291,3
aa2o,0,0,195.193,3
aa1o,0,3,188.926,3
aa2s,0,3,212.5156,3
aa2r,1,5,219.6713,3
aa1o,1,0,187.0509,3
aa1o,1,4,219.9185,3
aa3q,1,0,179.5163,3
aa1m,0,1,213.016,3
aa2s,1,0,216.6566,3
aa3s,3,0,193.7705,3
aa1m,0,0,197.5691,3
aa2s,2,4,180.3069,3
aa1o,2,5,209.0374,3
aa1o,2,6,201.0771,3
aa3q,0,0,194.1428,3
aa1o,3,0,191.0376,3
aa2s,2,5,198.2594,3
aa2o,1,5,195.9443,3
aa2s,2,6,205.4099,3
aa2o,1,6,203.8861,3
aa2s,3,0,198.018,3
aa1q,4,19,220.6265,3
aa3t,4,35,205.8267,3
aa1n,0,2,181.795,3
aa2t,4,2,201.001,3
aa1j,4,2,202.1885,3
aa3u,3,2,221.4029,3
aa1j,3,2,183.8887,3
aa2k,4,20,178.0312,3
aa3u,4,35,187.2703,3
aa3u,1,5,219.0595,3
aa3n,2,5,180.1354,3
aa2k,4,34,207.2624,3
aa2k,4,1,220.4486,3
aa2k,4,19,206.7227,3
aa3m,4,2,217.4998,3
aa3u,4,3,202.6837,3
aa3n,2,4,220.9667,3
aa1r,4,12,216.1514,3
aa3n,2,6,197.2956,3
aa3n,0,2,179.8731,3
aa2l,0,4,218.9907,3
aa3v,0,3,182.6834,3
aa3u,3,3,213.9021,3
aa1j,4,16,179.1762,3
aa1j,4,17,185.8274,3
aa3u,1,4,191.568,3
aa2k,4,17,217.0943,3
aa3n,3,0,183.4674,3
aa2p,4,24,184.2891,3
aa3u,1,0,177.4155,3
aa3n,0,3,192.7141,3
aa3n,1,6,206.9998,3
aa2l,2,1,192.4401,3
aa3n,1,1,204.9209,3
aa2u,1,4,184.5163,3
aa2u,1,5,194.3941,3
aa2p,3,2,217.6381,3
aa2p,4,2,191.0952,3
aa1j,4,35,190.4383,3
aa1r,4,14,218.7793,3
aa1r,4,18,221.2903,3
aa2l,2,0,221.5028,3
aa3u,2,5,209.4604,3
aa2k,4,2,196.6453,3
aa2p,3,1,191.0921,3
aa3u,2,4,193.3986,3
aa2u,4,14,177.9663,3
aa2u,4,15,212.0861,3
aa3u,1,6,216.616,3
aa2p,3,3,209.7728,3
aa1j,4,13,212.9469,3
aa3u,3,1,200.1539,3
aa2p,4,32,189.7499,3
aa1r,4,20,186.6345,3
aa3m,4,20,189.5805,3
aa1r,0,2,219.5742,3
aa2u,4,19,216.3174,3
aa2u,1,6,180.251,3
aa2k,4,33,176.2297,3
aa2u,4,1,208.9729,3
aa1r,0,1,211.4018,3
aa3m,4,15,205.3653,3
aa3u,4,14,216.4089,3
aa3u,4,20,182.9003,3
aa3m,4,35,219.5753,3
aa3m,4,34,209.5697,3
aa1j,4,20,190.8473,3
aa2t,4,35,182.4049,3
aa1r,3,2,196.4957,3
aa1r,4,3,196.7968,3
aa3n,4,30,188.0042,3
aa1k,1,5,206.0257,3
aa3m,4,33,195.4647,3
aa2p,4,18,210.7186,3
aa1r,3,1,183.634,3
aa3u,0,4,206.764,3
aa2l,3,1,208.1025,3
aa2u,0,0,213.6737,3
aa2u,2,6,205.5396,3
aa1k,0,3,180.0837,3
aa3v,1,0,220.0922,3
aa2u,2,5,187.4427,3
aa3n,4,2,216.3207,3
aa2t,4,34,186.4908,3
aa2p,4,12,192.0901,3
aa2u,4,32,185.6057,3
aa3n,4,19,206.2927,3
aa3n,4,13,206.1324,3
aa2p,4,19,198.5686,3
aa2u,4,2,180.7453,3
aa1q,4,2,213.1006,3
aa2p,4,14,196.3332,3
aa2u,3,0,198.9779,3
aa1r,2,5,198.746,3
aa1j,2,0,211.5917,3
aa2k,4,16,191.4646,3
aa1j,4,18,221.1324,3
aa1j,4,19,219.0377,3
aa2l,3,0,186.0111,3
aa3u,4,17,186.4209,3
aa1r,4,31,203.7403,3
aa34,4,35,321.5171,4
aa0g,3,2,276.1641,4
aa4x,4,19,245.5438,4
aa2o,1,4,331.9929,4
aa4y,1,6,227.4,4
aa2o,3,1,249.4244,4
aa5c,4,35,307.8139,4
aa01,4,1,240.0101,4
aa0g,2,4,291.1719,4
aa0g,3,1,263.8127,4
aa34,4,34,302.4433,4
aa5e,4,33,226.7397,4
aa4x,4,1,240.0072,4
aa4t,4,35,318.8105,4
aa31,4,17,233.9138,4
0000,3,3,296.2913,4
aa2o,0,3,230.466,4
aa29,2,6,249.4757,4
aa01,4,18,242.6398,4
aa4y,2,4,229.0693,4
aa5d,1,6,224.7894,4
aa4y,2,5,251.3006,4
aa4t,4,32,223.0387,4
aa4t,4,34,303.7364,4
aa2r,0,3,272.4199,4
aa01,2,4,249.693,4
0000,2,6,351.5972,4
aa32,0,3,253.7135,4
aa4y,2,6,276.5401,4
aa0g,2,6,222.3936,4
aa4t,4,33,272.9139,4
aa2c,0,3,237.9028,4
aa01,4,0,265.166,4
aa0g,3,3,269.2202,4
aa0g,4,1,224.9995,4
0000,3,1,281.4482,4
aa5c,4,34,282.6685,4
aa4u,0,1,221.7389,4
aa4y,0,2,262.6395,4
aa0g,4,33,270.4256,4
aa2p,4,16,281.7823,4
aa4y,0,1,242.4758,4
aa2p,4,15,246.2551,4
aa2c,2,4,344.5304,4
aa4x,4,35,260.45,4
aa4x,4,34,242.6872,4
aa0k,4,1,245.9227,4
aa0k,4,19,222.2393,4
aa2o,2,5,226.799,4
aa2c,1,4,295.0468,4
0000,3,0,229.4506,4
aa0g,4,32,231.9682,4
aa31,4,35,226.6459,4
aa29,0,3,246.3111,4
0000,0,4,224.321,4
aa2c,2,5,228.7133,4
0000,3,2,295.4504,4
aa0g,4,0,250.4168,4
aa2r,0,2,279.3914,4
aa34,4,33,248.0418,4
aa2r,0,1,275.7684,4
aa0g,4,12,226.2429,4
aa29,0,2,238.1109,4
aa0k,4,18,252.0734,4
aa2c,2,6,221.8822,4
aa01,3,3,297.4575,4
aa01,4,13,224.4114,4
aa01,3,2,253.9308,4
aa32,0,1,236.3391,4
aa29,2,5,235.3275,4
aa5d,1,5,232.7385,4
aa0g,4,15,229.4108,4
aa0g,4,16,256.3112,4
aa0g,4,35,285.0666,4
aa0g,4,17,278.2303,4
aa0g,4,34,267.7789,4
aa0g,4,18,228.1364,4
aa32,0,2,246.4778,4
aa4y,0,3,258.7341,4
aa28,4,33,268.1603,4
aa35,0,1,266.0474,4
aa0l,3,1,222.3108,4
aa0f,4,16,257.1927,4
aa2n,4,34,253.9201,4
aa0f,4,17,281.7112,4
aa31,0,2,250.6797,4
aa31,0,3,242.6501,4
aa0f,4,1,225.5837,4
aa2n,4,35,282.0222,4
aa28,4,15,239.7185,4
aa28,4,16,273.0823,4
0000,1,0,228.104,4
aa5c,4,16,303.9011,4
aa28,4,17,280.136,4
0000,1,4,401.2851,4
aa4t,3,2,232.6748,4
aa2c,4,35,316.6314,4
0000,1,5,305.7826,4
aa0l,2,6,298.8329,4
aa2c,4,34,294.5708,4
aa4y,4,35,277.6671,4
aa5c,4,17,304.5422,4
aa2c,4,33,245.9137,4
aa35,3,3,268.1608,4
aa0l,2,5,282.4632,4
aa0l,2,4,241.817,4
aa5c,4,12,229.6525,4
0000,0,3,364.6658,4
aa31,0,1,231.2871,4
aa4z,0,2,223.5942,4
aa0l,4,16,236.6802,4
aa5c,2,6,240.3634,4
aa2r,4,14,224.985,4
aa4t,1,6,240.156,4
aa4z,2,4,295.75,4
aa2r,4,12,234.5262,4
aa4z,1,6,253.5311,4
aa02,1,6,242.2263,4
aa2r,4,0,232.1478,4
aa02,1,5,241.9696,4
aa4z,1,5,249.2245,4
0000,0,1,332.4878,4
aa4y,4,34,272.5909,4
aa2r,3,3,251.6005,4
aa2r,3,2,238.3556,4
aa4t,2,5,224.0756,4
aa02,0,3,230.4275,4
aa02,0,2,235.061,4
aa35,4,0,332.3575,4
aa0l,4,0,268.1295,4
aa30,4,35,256.4957,4
aa5c,4,0,241.3804,4
aa0l,3,3,289.6038,4
aa4z,0,3,236.5081,4
0000,0,2,351.329,4
aa0l,3,2,233.3629,4
aa30,4,34,231.8936,4
aa35,0,0,225.9477,4
aa4y,4,33,243.6389,4
aa2p,4,17,313.7249,4
aa4y,4,15,239.0869,4
aa01,4,30,251.4646,4
aa01,4,2,229.4106,4
aa2r,1,6,231.9148,4
0000,2,5,353.7856,4
aa28,4,32,236.8183,4
0000,4,0,262.5519,4
aa2c,4,17,285.6649,4
aa28,4,34,259.964,4
aa2c,4,16,261.6685,4
aa2c,4,15,222.0063,4
aa28,4,35,272.8729,4
aa35,1,4,277.8853,4
aa2o,0,1,243.0299,4
aa2r,1,4,291.3694,4
aa2o,0,2,239.8052,4
aa35,0,3,254.4537,4
aa5c,4,32,244.3427,4
aa5c,4,33,247.9005,4
0000,2,1,222.0372,4
aa35,0,2,284.4645,4
aa0g,1,5,243.4867,4
aa4y,3,3,257.2591,4
aa0g,1,6,254.3146,4
aa4y,3,2,241.7898,4
0000,2,4,333.0277,4
aa4y,4,16,275.4594,4
aa4y,4,17,282.3959,4
0000,2,0,285.2942,4
aa35,3,2,262.769,4
aa31,1,4,225.7744,4
aa35,3,1,232.6652,4
aa35,2,6,249.7782,4
aa35,2,5,256.5755,4
aa35,2,4,237.5825,4
0000,1,6,300.9892,4
aa5e,4,35,241.5274,4
aa31,2,4,247.2919,4
aa2r,2,5,252.9964,4
aa0f,4,33,254.1701,4
aa5e,4,34,244.2195,4
aa2r,2,6,259.015,4
aa0f,4,34,289.0215,4
aa31,2,5,250.1362,4
aa0l,0,3,244.6296,4
aa0l,0,2,246.833,4
aa28,4,29,224.1235,4
aa0l,0,1,233.7463,4
aa31,2,6,249.8454,4
aa01,4,35,243.1361,4
aa31,3,2,228.2493,4
aa01,4,34,237.2328,4
aa4t,4,16,257.4535,4
aa2r,2,4,241.0961,4
aa4t,4,17,296.8331,4
aa0f,4,35,317.9148,4
aa2o,3,2,244.9126,4
aa32,2,5,230.6566,4
aa4x,4,17,249.1926,4
aa33,3,1,266.0488,4
aa33,3,2,263.3422,4
aa4v,4,35,242.1783,4
aa33,3,3,258.6611,4
aa2a,4,1,249.143,4
aa0i,4,2,266.2572,4
aa29,4,33,241.1912,4
aa00,2,5,244.1235,4
aa00,2,4,320.1184,4
aa2a,4,19,242.5797,4
aa2a,4,18,258.9771,4
aa2q,0,1,297.0564,4
aa34,1,5,223.3807,4
aa4v,4,2,268.9572,4
aa5e,1,5,234.4006,4
aa00,1,6,311.1223,4
aa0j,4,2,238.7638,4
aa33,4,0,351.2914,4
aa0i,4,35,249.6995,4
aa2a,4,13,226.2735,4
aa33,4,18,306.3437,4
aa4v,4,1,296.8133,4
aa33,4,19,264.3497,4
aa29,4,34,272.3963,4
0000,4,29,230.8339,4
aa2p,0,3,262.5941,4
aa2p,0,2,251.3116,4
aa00,1,5,303.8902,4
aa2p,0,1,237.2006,4
aa0i,4,1,284.6363,4
aa5e,4,17,244.2111,4
aa5e,4,16,225.3636,4
aa2q,0,3,358.1057,4
aa4w,2,4,250.2481,4
aa2q,0,2,324.5159,4
aa34,2,6,241.8153,4
aa34,2,5,253.0406,4
aa34,2,4,369.6976,4
aa33,1,4,221.7478,4
aa0i,4,0,278.8769,4
aa33,1,5,227.2545,4
aa00,2,6,253.9331,4
aa33,3,0,236.7589,4
aa2p,4,33,228.7457,4
aa4w,1,6,254.9909,4
aa33,1,6,240.5871,4
aa4w,1,5,248.284,4
aa4w,1,4,223.9456,4
aa2a,4,2,228.4483,4
aa2p,4,35,325.2169,4
aa29,4,2,227.6103,4
aa33,2,4,269.2901,4
aa34,1,6,224.9803,4
aa0i,4,17,246.5688,4
aa0i,4,18,276.5079,4
aa0i,4,19,227.3233,4
aa2p,4,34,280.2731,4
aa34,3,1,230.7081,4
aa00,1,4,272.5479,4
aa00,1,0,223.5611,4
aa0j,2,6,259.2518,4
aa4v,3,1,234.4161,4
aa2a,2,5,285.112,4
aa2a,2,4,235.174,4
aa2a,0,0,232.5603,4
aa5e,2,4,276.9706,4
0000,4,32,290.2071,4
aa0j,4,1,268.1449,4
0000,4,33,327.3207,4
aa0j,4,18,254.0376,4
0000,4,34,364.5892,4
aa2p,1,6,223.8768,4
aa4v,3,2,264.3959,4
0000,4,35,401.2351,4
aa2q,0,0,256.956,4
aa2a,0,1,264.4442,4
aa5e,3,2,224.4558,4
aa4v,1,4,256.1054,4
aa0j,3,2,222.3421,4
aa0j,3,3,233.5538,4
aa0j,4,0,280.2457,4
aa4v,1,5,274.2895,4
aa2a,1,4,307.5529,4
aa2p,2,4,232.8904,4
aa2a,0,3,298.0623,4
aa4v,1,6,312.1851,4
aa33,4,3,247.0428,4
aa4v,4,18,244.1316,4
aa0j,2,5,274.23,4
aa2a,2,6,294.4812,4
aa4v,4,17,278.3452,4
aa4v,4,16,252.5541,4
aa2a,4,0,260.5334,4
aa2a,3,3,242.4604,4
aa2a,3,2,249.7906,4
aa29,4,35,304.0229,4
aa00,0,3,268.1382,4
aa0j,0,1,223.3215,4
aa33,4,1,353.0014,4
aa00,0,2,279.0707,4
aa2p,2,6,264.0232,4
aa0j,0,2,273.1539,4
aa0j,2,4,256.1309,4
aa0j,0,3,261.8143,4
aa34,0,3,263.95,4
aa0j,1,4,279.4507,4
aa2p,2,5,263.2611,4
aa34,0,2,241.7641,4
aa5e,1,6,228.4956,4
aa00,0,1,250.8768,4
aa2p,1,4,322.9349,4
aa33,4,2,296.0163,4
aa4v,4,0,267.921,4
0000,4,31,223.7928,4
aa4v,0,3,240.8479,4
aa4v,3,3,283.7431,4
aa2a,3,1,231.1406,4
aa34,3,2,242.7701,4
aa2q,1,4,264.5436,4
aa0k,0,0,227.5989,4
aa5d,3,3,304.1902,4
aa5d,4,0,245.1663,4
aa5d,4,13,241.2396,4
0000,4,12,254.9692,4
aa2q,4,2,229.2647,4
aa0h,4,0,241.2231,4
aa2p,4,0,230.7034,4
aa00,4,35,307.0519,4
aa4u,2,4,260.6964,4
aa2b,4,17,251.287,4
aa29,3,2,256.5919,4
aa29,3,3,284.292,4
aa32,4,0,303.2188,4
aa0h,4,13,250.9078,4
aa00,4,34,301.7592,4
aa29,4,0,291.7077,4
aa2b,4,15,224.9738,4
aa0h,4,16,221.9077,4
aa0h,4,17,224.0503,4
aa0h,4,18,232.5843,4
aa00,4,33,280.9595,4
0000,4,14,238.9389,4
aa00,4,32,233.8287,4
aa2q,4,1,228.4875,4
aa0h,4,1,238.0015,4
0000,4,15,303.4941,4
aa2b,4,16,250.5066,4
aa5d,4,17,222.4891,4
aa5d,3,2,279.0052,4
aa5d,3,1,228.1777,4
aa5d,2,4,329.3134,4
aa01,1,6,268.9339,4
aa2o,3,3,236.7854,4
aa4x,4,16,229.9661,4
aa34,4,18,238.4767,4
aa32,1,4,316.094,4
aa0k,4,0,272.8234,4
aa2b,4,35,228.0906,4
aa0h,1,5,225.0464,4
aa4x,4,0,266.0287,4
aa01,1,5,239.2059,4
aa4x,3,3,232.7929,4
aa34,4,16,246.7844,4
aa4x,3,2,234.3498,4
aa01,1,0,259.1429,4
aa0h,2,4,242.6989,4
aa34,4,17,288.1991,4
aa01,0,3,262.7791,4
aa01,0,2,256.9137,4
aa2a,0,2,289.4119,4
aa5d,2,5,255.7758,4
aa32,2,6,222.9947,4
aa01,0,1,230.2967,4
aa2o,4,0,232.5374,4
aa5d,2,6,268.4786,4
aa4x,2,4,243.0692,4
aa01,1,4,245.694,4
aa5d,4,18,235.4298,4
aa2o,4,1,224.201,4
aa2b,3,3,225.6476,4
aa4w,4,18,271.8241,4
aa4w,4,17,222.0301,4
aa29,4,17,285.6295,4
aa2q,2,6,236.2193,4
aa2b,0,3,234.8133,4
aa2b,0,2,232.0674,4
aa0i,1,0,247.3362,4
aa0i,1,4,271.1151,4
aa0i,1,5,295.7317,4
aa32,4,34,259.0704,4
aa0i,1,6,295.4384,4
aa0k,0,3,282.8718,4
aa4w,4,19,280.0253,4
aa2q,2,5,238.4204,4
aa32,4,35,253.8244,4
aa2q,2,4,222.569,4
aa0i,2,4,235.3414,4
aa00,3,3,232.2146,4
aa4w,4,0,253.388,4
aa00,3,2,237.8975,4
aa4w,3,3,243.089,4
aa4w,3,2,233.903,4
aa29,4,18,247.0011,4
aa2q,1,6,226.0218,4
aa0k,0,1,249.4984,4
aa29,4,1,284.7888,4
aa0k,0,2,273.0278,4
aa4w,4,1,255.5072,4
aa4w,4,20,241.3995,4
aa00,4,15,240.0201,4
aa5d,4,1,254.9488,4
0000,4,16,348.8071,4
aa32,4,17,238.4037,4
aa5d,4,2,249.972,4
aa0k,2,6,255.4804,4
aa32,4,18,275.7773,4
aa32,4,19,238.3334,4
aa0h,4,2,225.4997,4
aa32,4,1,277.7748,4
0000,4,17,381.3717,4
0000,4,18,243.1315,4
aa0k,2,5,245.339,4
aa34,4,0,249.608,4
aa34,3,3,252.9574,4
aa2b,2,4,246.7875,4
aa4u,3,2,238.1249,4
aa4u,3,3,248.1336,4
aa32,4,2,237.3132,4
aa0k,1,6,228.2464,4
0000,4,1,250.8188,4
aa00,4,17,306.169,4
aa2b,1,6,229.3567,4
aa4w,4,2,239.1218,4
aa0k,1,5,226.946,4
aa32,4,33,237.1022,4
aa29,4,16,248.6428,4
aa00,4,16,273.2831,4
aa4x,4,18,271.7522,4
aa2u,4,33,229.0985,4
aa2r,4,35,328.9731,4
aa0f,2,4,291.1435,4
aa59,1,5,242.8476,4
aa59,1,4,350.0515,4
aa59,0,3,258.4851,4
aa59,0,2,269.4325,4
aa54,4,0,264.9551,4
aa59,0,1,242.7781,4
aa2i,4,0,242.6532,4
aa2l,4,1,320.0792,4
aa05,4,18,296.6108,4
aa05,4,19,250.6437,4
aa09,4,2,253.4618,4
aa05,4,1,301.4807,4
aa54,4,16,258.6809,4
aa54,4,17,293.4376,4
aa2i,4,18,239.7913,4
aa54,4,18,245.6196,4
aa54,2,6,234.6256,4
aa54,2,4,236.6571,4
aa2i,2,5,242.4594,4
aa54,0,1,235.8948,4
aa54,0,2,250.4517,4
aa54,0,3,237.5361,4
aa0a,1,5,243.1362,4
aa2l,4,2,283.6094,4
aa54,2,5,252.5977,4
aa59,2,5,247.4134,4
aa2w,4,33,289.7244,4
aa2w,4,32,243.4436,4
aa54,1,4,305.4798,4
aa59,2,4,314.0602,4
aa59,1,6,228.0053,4
aa05,4,0,321.0373,4
aa2w,4,34,316.0604,4
aa2l,4,19,231.8156,4
aa2l,4,18,282.8738,4
aa54,4,1,244.3433,4
aa09,2,6,267.0022,4
aa2u,0,2,288.0278,4
aa55,0,3,252.9549,4
aa09,2,5,269.0323,4
aa09,2,4,258.5091,4
aa2w,1,6,225.2908,4
aa55,0,2,260.7141,4
aa2u,0,3,257.0516,4
aa2l,2,6,261.2466,4
aa09,1,5,223.4417,4
aa09,1,4,328.2344,4
aa55,1,6,231.5089,4
aa09,0,3,247.2503,4
aa05,4,3,229.114,4
aa55,1,4,281.62,4
aa55,0,1,231.9527,4
aa2w,2,4,235.4817,4
aa2w,2,5,253.3968,4
aa2w,4,17,313.5378,4
aa2w,4,16,278.1927,4
aa09,4,1,273.9904,4
aa2w,4,15,232.6411,4
aa09,4,18,262.0048,4
aa2l,4,0,334.3454,4
aa2l,3,3,283.3806,4
aa2i,4,30,227.7817,4
aa54,4,34,250.0304,4
aa54,4,35,285.2372,4
aa09,4,0,272.128,4
aa2l,3,2,261.4537,4
aa05,4,2,277.7,4
aa2u,0,1,273.8365,4
aa2w,2,6,259.5628,4
aa0a,2,4,307.0819,4
aa09,0,2,254.1447,4
aa59,2,6,258.3398,4
aa0a,2,6,223.3721,4
aa04,4,34,275.0003,4
aa53,2,0,223.3137,4
aa04,4,35,283.7844,4
aa53,2,4,246.6988,4
aa53,2,5,254.2204,4
aa53,2,6,293.6042,4
aa53,1,6,263.7684,4
aa59,4,18,232.3306,4
aa59,4,17,251.137,4
aa0a,4,2,243.7966,4
aa59,4,16,237.7332,4
aa2h,4,33,230.9334,4
aa2h,4,34,239.2357,4
aa53,3,3,240.3666,4
aa2x,2,6,239.1993,4
aa53,4,0,231.4311,4
aa53,1,5,255.87,4
aa53,0,3,314.2568,4
aa0b,2,4,278.6146,4
aa53,0,0,240.8184,4
aa2m,0,2,227.5239,4
aa2h,4,15,236.5482,4
aa04,4,2,231.0538,4
aa2h,4,16,259.0966,4
aa2x,4,15,230.4055,4
aa2h,4,17,244.9581,4
aa59,4,1,234.746,4
aa2x,4,17,274.9997,4
aa53,0,1,282.8927,4
aa2x,4,16,261.581,4
aa53,0,2,319.6926,4
aa04,4,33,235.8859,4
aa2m,0,1,225.8535,4
aa2h,4,35,226.4972,4
aa2t,2,4,273.519,4
aa05,0,0,237.5165,4
aa59,3,3,238.8027,4
aa2x,1,0,250.8603,4
aa05,1,6,231.7966,4
aa59,3,2,223.2165,4
aa0a,4,0,263.564,4
aa0a,3,3,269.8224,4
aa05,1,5,233.9651,4
aa0a,3,2,244.1033,4
aa2i,0,3,250.088,4
aa05,2,4,246.2908,4
aa05,2,5,270.4855,4
aa05,2,6,282.008,4
aa53,4,35,258.0414,4
aa2w,4,35,329.8262,4
aa2i,0,2,236.7376,4
aa53,4,1,224.1652,4
aa05,1,4,311.5131,4
aa2x,1,4,305.4113,4
aa2x,2,4,265.6783,4
aa2t,2,5,292.7938,4
aa2t,2,6,328.6044,4
aa05,0,1,300.7704,4
aa59,4,0,240.6287,4
aa2x,1,6,292.896,4
aa05,0,2,331.1473,4
aa0a,4,1,263.869,4
aa05,0,3,312.5919,4
aa2l,4,3,227.612,4
aa2x,1,5,322.177,4
aa0a,4,18,244.6541,4
aa53,4,17,225.2581,4
aa0l,4,17,269.7716,4
aa53,4,18,223.0454,4
aa2i,2,4,241.1982,4
aa58,4,1,236.7683,4
aa2l,2,5,254.7712,4
aa09,0,1,241.9566,4
aa57,4,35,289.399,4
aa57,4,34,291.2224,4
aa57,4,33,258.9072,4
aa2u,4,16,237.9515,4
aa2u,4,17,256.4674,4
aa2v,2,4,286.5765,4
aa06,4,1,234.3047,4
aa2u,4,18,236.2115,4
aa56,4,32,229.6911,4
aa56,4,33,266.1523,4
aa56,4,34,307.7065,4
aa2v,1,4,306.5057,4
aa07,4,1,230.7178,4
aa07,4,19,221.7368,4
aa2k,0,0,224.1352,4
aa07,4,18,241.7354,4
aa06,4,19,225.8585,4
aa07,4,33,252.6062,4
aa2u,3,3,316.7333,4
aa2v,4,0,260.9941,4
aa56,3,2,263.4312,4
aa56,3,3,241.5929,4
aa56,4,0,227.6708,4
aa2v,3,3,241.3733,4
aa06,4,18,249.6223,4
aa2u,4,0,254.9089,4
aa56,4,16,255.2413,4
aa56,4,17,305.2784,4
aa06,4,17,255.2775,4
aa2j,4,2,251.7758,4
aa07,4,35,266.5944,4
aa07,4,34,259.4591,4
aa06,4,16,238.2309,4
aa07,4,17,258.3859,4
aa07,4,16,246.7421,4
